*,043UP1O,Y,
*,062ES2O,Y,
*,062ES3O,Y,
*,063ES1O,Y,
*,063UP1O,Y,
*,072ES2O,Y,
*,072ES3O,Y,
*,073ES1O,Y,
*,0A2ES1O,Y,
*,0A2ES2O,Y,
*,0CON10O,Y,
*,0CON20O,Y,
*,0H2ES1O,Y,
*,0P2CW0O,Y,
*,0P2CW1O,Y,
*,0P2ES1O,Y,
*,0P2ES2O,Y,
*,0P2ES3O,Y,
*,242MM7O,Y,
*,242MT3O,Y,
*,242Z00O,Y,
*,243CWFO,Y,
*,243H31O,Y,
*,243MM7O,Y,
*,243Z01O,Y,
*,243Z02O,Y,
*,262Z00O,Y,
*,263CWFO,Y,
*,263MM3O,Y,
*,263MM8O,Y,
*,263MT4O,Y,
*,263MT5O,Y,
*,263Z02O,Y,
*,263Z03O,Y,
*,272MM1O,Y,
*,272MT2O,Y,
*,272MT3O,Y,
*,272Z01O,Y,
*,273H31O,Y,
*,273MM1O,Y,
*,273MT4O,Y,
*,273MT5O,Y,
*,273Z03O,Y,
*,2A2CW0O,Y,
*,2A2ES1O,Y,
*,2C1Z01O,Y,
*,2C1Z02O,Y,
*,2C2MM1O,Y,
*,2C2MT1O,Y,
*,2C2MT2O,Y,
*,2C2Z01O,Y,
*,2C2Z02O,Y,
*,2C2Z05O,Y,
*,2C2Z07O,Y,
*,2C2Z17O,Y,
*,2F1Z23O,Y,
*,2F1Z24O,Y,
*,2F1Z29O,Y,
*,2F1Z35O,Y,
*,2H1Z01O,Y,
*,2H1Z05O,Y,
*,2H1Z06O,Y,
*,2H1Z07O,Y,
*,2H2ES1O,Y,
*,2H2ES2O,Y,
*,2H2MM4O,Y,
*,2H2Z03O,Y,
*,2H2Z05O,Y,
*,2H2Z06O,Y,
*,2H2Z41O,Y,
*,2L1Z32O,Y,
*,2L1Z33O,Y,
*,2L1Z34O,Y,
*,2L1Z38O,Y,
*,2L1Z39O,Y,
*,2P1Z08O,Y,
*,2P2CW0O,Y,
*,2P2ES1O,Y,
*,2P2Z00O,Y,
*,2P2Z03O,Y,
*,2P2Z08O,Y,
*,3422H3O,Y,
*,342CW0O,Y,
*,342H31O,Y,
*,342MM2O,Y,
*,342MM7O,Y,
*,342MT3O,Y,
*,342Z00O,Y,
*,342Z02O,Y,
*,342Z03O,Y,
*,342Z05O,Y,
*,342Z06O,Y,
*,342Z07O,Y,
*,342Z11O,Y,
*,342Z12O,Y,
*,342Z15O,Y,
*,342Z16O,Y,
*,342Z19O,Y,
*,342Z22O,Y,
*,342Z24O,Y,
*,342Z29O,Y,
*,342Z43O,Y,
*,343BG1O,Y,
*,343BG2O,Y,
*,343CW0O,Y,
*,343MM2O,Y,
*,343MM7O,Y,
*,343Z00O,Y,
*,343Z01O,Y,
*,343Z08O,Y,
*,343Z10O,Y,
*,343Z11O,Y,
*,343Z30O,Y,
*,343Z33O,Y,
*,343Z35O,Y,
*,343Z41O,Y,
*,343Z47O,Y,
*,362CW0O,Y,
*,362H31O,Y,
*,362MM3O,Y,
*,362MM8O,Y,
*,362Z00O,Y,
*,362Z01O,Y,
*,362Z23O,Y,
*,362Z28O,Y,
*,362Z32O,Y,
*,362Z34O,Y,
*,362Z44O,Y,
*,363BG1O,Y,
*,363BG2O,Y,
*,363CT1O,Y,
*,363CTAO,Y,
*,363CW0O,Y,
*,363MM3O,Y,
*,363MM4O,Y,
*,363MM8O,Y,
*,363MT4O,Y,
*,363MT5O,Y,
*,363Z00O,Y,
*,363Z02O,Y,
*,363Z03O,Y,
*,363Z06O,Y,
*,363Z07O,Y,
*,363Z17O,Y,
*,363Z25O,Y,
*,363Z26O,Y,
*,363Z37O,Y,
*,363Z39O,Y,
*,363Z40O,Y,
*,364MM1O,Y,
*,3682H3O,Y,
*,372MM1O,Y,
*,372MM2O,Y,
*,372MT2O,Y,
*,372MT3O,Y,
*,372Z00O,Y,
*,372Z01O,Y,
*,372Z05O,Y,
*,372Z07O,Y,
*,372Z08O,Y,
*,372Z13O,Y,
*,372Z18O,Y,
*,372Z20O,Y,
*,372Z21O,Y,
*,372Z27O,Y,
*,372Z36O,Y,
*,372Z52O,Y,
*,373CT2O,Y,
*,373CTBO,Y,
*,373H31O,Y,
*,373MM1O,Y,
*,373MT2O,Y,
*,373MT3O,Y,
*,373MT4O,Y,
*,373MT5O,Y,
*,373Z02O,Y,
*,373Z03O,Y,
*,373Z05O,Y,
*,373Z06O,Y,
*,373Z08O,Y,
*,373Z09O,Y,
*,373Z31O,Y,
*,373Z38O,Y,
*,374MM2O,Y,
*,3763H3O,Y,
*,3A2CW0O,Y,
*,3A2MM1O,Y,
*,3A2MT2O,Y,
*,3A2Z00O,Y,
*,3A2Z03O,Y,
*,3A2Z05O,Y,
*,3A2Z06O,Y,
*,3A2Z07O,Y,
*,3A2Z08O,Y,
*,3A2Z09O,Y,
*,3A2Z10O,Y,
*,3A2Z11O,Y,
*,3A2Z12O,Y,
*,3A2Z13O,Y,
*,3A2Z15O,Y,
*,3A2Z16O,Y,
*,3A2Z17O,Y,
*,3A2Z19O,Y,
*,3A2Z20O,Y,
*,3A2Z22O,Y,
*,3A2Z23O,Y,
*,3A2Z24O,Y,
*,3A2Z28O,Y,
*,3A2Z29O,Y,
*,3A2Z33O,Y,
*,3A2Z34O,Y,
*,3A2Z38O,Y,
*,3A2Z39O,Y,
*,3B1Z05O,Y,
*,3B1Z06O,Y,
*,3B1Z07O,Y,
*,3B1Z08O,Y,
*,3B1Z17O,Y,
*,3C1UK1O,Y,
*,3C1Z01O,Y,
*,3C1Z02O,Y,
*,3C1Z05O,Y,
*,3C1Z06O,Y,
*,3C1Z07O,Y,
*,3C1Z08O,Y,
*,3C2MM1O,Y,
*,3C2MT1O,Y,
*,3C2MT3O,Y,
*,3C2UK1O,Y,
*,3C2Z00O,Y,
*,3C2Z01O,Y,
*,3C2Z02O,Y,
*,3C2Z03O,Y,
*,3C2Z05O,Y,
*,3C2Z06O,Y,
*,3C2Z07O,Y,
*,3C2Z08O,Y,
*,3C2Z09O,Y,
*,3C2Z10O,Y,
*,3C2Z11O,Y,
*,3C2Z12O,Y,
*,3C2Z13O,Y,
*,3C2Z15O,Y,
*,3C2Z16O,Y,
*,3C2Z17O,Y,
*,3C2Z19O,Y,
*,3C2Z20O,Y,
*,3C2Z21O,Y,
*,3C2Z22O,Y,
*,3C2Z23O,Y,
*,3C2Z24O,Y,
*,3C2Z28O,Y,
*,3C2Z29O,Y,
*,3C2Z33O,Y,
*,3C2Z34O,Y,
*,3C2Z38O,Y,
*,3C2Z39O,Y,
*,3F1UK1O,Y,
*,3F1Z00O,Y,
*,3F1Z01O,Y,
*,3F1Z02O,Y,
*,3F1Z03O,Y,
*,3F1Z23O,Y,
*,3F1Z24O,Y,
*,3F1Z28O,Y,
*,3F1Z29O,Y,
*,3F1Z35O,Y,
*,3H1UK1O,Y,
*,3H1Z01O,Y,
*,3H1Z02O,Y,
*,3H1Z05O,Y,
*,3H1Z06O,Y,
*,3H1Z07O,Y,
*,3H1Z08O,Y,
*,3H2MM4O,Y,
*,3H2UK1O,Y,
*,3H2Z00O,Y,
*,3H2Z03O,Y,
*,3H2Z05O,Y,
*,3H2Z06O,Y,
*,3H2Z07O,Y,
*,3H2Z08O,Y,
*,3H2Z09O,Y,
*,3H2Z10O,Y,
*,3H2Z11O,Y,
*,3H2Z12O,Y,
*,3H2Z13O,Y,
*,3H2Z15O,Y,
*,3H2Z16O,Y,
*,3H2Z17O,Y,
*,3H2Z18O,Y,
*,3H2Z19O,Y,
*,3H2Z20O,Y,
*,3H2Z21O,Y,
*,3H2Z22O,Y,
*,3H2Z23O,Y,
*,3H2Z24O,Y,
*,3H2Z28O,Y,
*,3H2Z29O,Y,
*,3H2Z33O,Y,
*,3H2Z34O,Y,
*,3H2Z38O,Y,
*,3H2Z39O,Y,
*,3L1UK1O,Y,
*,3L1Z00O,Y,
*,3L1Z01O,Y,
*,3L1Z02O,Y,
*,3L1Z33O,Y,
*,3L1Z34O,Y,
*,3L1Z38O,Y,
*,3L1Z39O,Y,
*,3M1Z38O,Y,
*,3M1Z39O,Y,
*,3N1Z05O,Y,
*,3N1Z06O,Y,
*,3N1Z07O,Y,
*,3N1Z08O,Y,
*,3N1Z17O,Y,
*,3P1Z00O,Y,
*,3P1Z01O,Y,
*,3P1Z02O,Y,
*,3P1Z05O,Y,
*,3P1Z06O,Y,
*,3P1Z07O,Y,
*,3P1Z08O,Y,
*,3P1Z17O,Y,
*,3P2CW0O,Y,
*,3P2CW1O,Y,
*,3P2MM4O,Y,
*,3P2MT3O,Y,
*,3P2Z00O,Y,
*,3P2Z01O,Y,
*,3P2Z02O,Y,
*,3P2Z03O,Y,
*,3P2Z05O,Y,
*,3P2Z06O,Y,
*,3P2Z07O,Y,
*,3P2Z08O,Y,
*,3P2Z09O,Y,
*,3P2Z10O,Y,
*,3P2Z11O,Y,
*,3P2Z12O,Y,
*,3P2Z13O,Y,
*,3P2Z15O,Y,
*,3P2Z16O,Y,
*,3P2Z17O,Y,
*,3P2Z18O,Y,
*,3P2Z19O,Y,
*,3P2Z20O,Y,
*,3P2Z21O,Y,
*,3P2Z22O,Y,
*,3P2Z23O,Y,
*,3P2Z24O,Y,
*,3P2Z28O,Y,
*,3P2Z29O,Y,
*,3P2Z34O,Y,
*,3P2Z38O,Y,
*,3P2Z39O,Y,
*,4A2CW0O,Y,
*,4A2MM1O,Y,
*,4C2MM1O,Y,
*,4H2MM4O,Y,
*,4P2CW0O,Y,
*,4P2MM4O,Y,
*,5C2Z01O,Y,
*,5C2Z02O,Y,
*,5P2ES2O,Y,
*,5P2ES3I,Y,
*,5P2ES3O,Y,
*,5P2Z01O,Y,
*,5P2Z02O,Y,
*,743Z00O,Y,
*,762Z00O,Y,
*,772Z00O,Y,
*,7A2Z00O,Y,
*,7C2Z01O,Y,
*,7F1Z01O,Y,
*,7H1Z01O,Y,
*,7H2Z00O,Y,
*,7P1Z01O,Y,
*,7P2Z01O,Y,
*,872Z00O,Y,
*,873CW0O,Y,
*,942Z03O,Y,
*,943Z00O,Y,
*,962Z00O,Y,
*,963Z03O,Y,
*,972Z00O,Y,
*,973Z03O,Y,
*,9A2Z00O,Y,
*,9A2Z03O,Y,
*,9C1Z01O,Y,
*,9C1Z02O,Y,
*,9C2Z01O,Y,
*,9C2Z02O,Y,
*,9F1Z01O,Y,
*,9F1Z02O,Y,
*,9H1Z01O,Y,
*,9H1Z02O,Y,
*,9H2Z00O,Y,
*,9H2Z03O,Y,
*,9L1Z01O,Y,
*,9P1Z01O,Y,
*,9P1Z02O,Y,
*,9P2Z00O,Y,
*,9P2Z01O,Y,
*,9P2Z02O,Y,
*,9P2Z03O,Y,
0307B1I,0307B1O,N,
0307B1I,04222MO,N,
0307B1I,0422B1O,N,
0307B1I,0422B2O,N,
0307B1I,043UP1O,Y,
0307B1I,062ES2O,Y,
0307B1I,062ES3O,Y,
0307B1I,063ES1O,Y,
0307B1I,063UP1O,Y,
0307B1I,06802MO,N,
0307B1I,06803MO,N,
0307B1I,0680IVO,N,
0307B1I,07062MO,N,
0307B1I,0706IVO,N,
0307B1I,072ES2O,Y,
0307B1I,072ES3O,Y,20140617144625: Added by system
0307B1I,073ES1O,Y,20140617144625: Added by system
0307B1I,0LINB1O,N,
0307B1I,0MVWB1O,N,
0307B1I,0PGSB1O,N,
0307B1I,0QKRB0O,N,
0307B1I,0RAHB1O,N,
0307B1I,0RSLB1O,N,
0307B1I,0WTB20O,N,
0307B1I,1680IVO,N,
0307B1I,1706IVO,N,
0307B1I,1RAHB1O,N,
0307B1I,242Z00O,Y,
0307B1I,262Z00O,Y,
0307B1I,263Z03O,Y,
0307B1I,273Z03O,Y,20140617144625: Added by system
0307B1I,342CW0O,Y,
0307B1I,342Z02O,Y,20140617144625: Added by system
0307B1I,342Z03O,Y,20140617144625: Added by system
0307B1I,342Z05O,Y,
0307B1I,342Z06O,Y,
0307B1I,342Z07O,Y,
0307B1I,342Z12O,Y,
0307B1I,342Z15O,Y,
0307B1I,342Z16O,Y,
0307B1I,342Z19O,Y,
0307B1I,342Z22O,Y,
0307B1I,342Z24O,Y,
0307B1I,342Z29O,Y,
0307B1I,342Z43O,Y,
0307B1I,343BG1O,Y,
0307B1I,343BG2O,Y,
0307B1I,343CW0O,Y,
0307B1I,343Z00O,Y,
0307B1I,343Z01O,Y,
0307B1I,343Z08O,Y,
0307B1I,343Z10O,Y,
0307B1I,343Z11O,Y,
0307B1I,343Z30O,Y,
0307B1I,343Z33O,Y,
0307B1I,343Z35O,Y,
0307B1I,343Z41O,Y,
0307B1I,343Z47O,Y,20140617144625: Added by system
0307B1I,362CW0O,Y,
0307B1I,362H31O,Y,
0307B1I,362MM3O,Y,20140617144625: Added by system
0307B1I,362Z00O,Y,20140617144625: Added by system
0307B1I,362Z01O,Y,20140617144625: Added by system
0307B1I,362Z23O,Y,
0307B1I,362Z28O,Y,
0307B1I,362Z32O,Y,20140617144625: Added by system
0307B1I,362Z34O,Y,
0307B1I,362Z44O,Y,
0307B1I,363BG1O,Y,
0307B1I,363BG2O,Y,
0307B1I,363CT1O,Y,
0307B1I,363CW0O,Y,
0307B1I,363MM3O,Y,
0307B1I,363MT4O,Y,20140617144625: Added by system
0307B1I,363MT5O,Y,20140617144625: Added by system
0307B1I,363Z02O,Y,
0307B1I,363Z03O,Y,
0307B1I,363Z06O,Y,
0307B1I,363Z07O,Y,
0307B1I,363Z17O,Y,
0307B1I,363Z25O,Y,
0307B1I,363Z26O,Y,
0307B1I,363Z37O,Y,
0307B1I,363Z39O,Y,
0307B1I,363Z40O,Y,
0307B1I,364MM1O,Y,
0307B1I,372MM2O,Y,20140617144625: Added by system
0307B1I,372Z00O,Y,
0307B1I,372Z01O,Y,
0307B1I,372Z05O,Y,
0307B1I,372Z07O,Y,
0307B1I,372Z08O,Y,
0307B1I,372Z13O,Y,
